,University,Program,Criminal Record,Scholarship,Income
1091,5,2,0,1,mid
1092,4,1,0,0,low
1093,3,3,0,2,mid
1094,4,3,1,3,mid
1095,5,2,1,0,mid
1096,2,1,1,0,low
1097,1,3,1,0,mid
1098,5,3,0,1,mid
1099,2,2,1,2,mid
1100,2,1,1,2,low
1101,4,4,1,0,mid
1102,1,4,1,0,mid
1103,2,4,0,0,mid
1104,3,3,0,0,mid
1105,0,0,1,3,high
1106,2,2,0,3,mid
1107,5,4,1,0,mid
1108,4,3,1,1,mid
1109,0,2,1,0,mid
1110,3,0,1,2,high
1111,2,3,0,3,mid
1112,3,4,1,2,mid
1113,0,2,0,3,mid
1114,2,4,0,0,mid
1115,3,1,1,3,mid
1116,4,3,0,2,mid
1117,5,0,0,2,high
1118,5,1,0,0,mid
1119,3,4,0,1,mid
1120,5,1,0,1,low
1121,5,4,1,2,mid
1122,1,4,1,1,mid
1123,2,4,0,3,mid
1124,4,1,0,3,low
1125,2,2,1,2,mid
1126,5,2,0,1,mid
1127,3,4,1,3,mid
1128,3,3,1,0,mid
1129,2,0,1,0,high
1130,2,0,1,1,high
1131,1,0,0,1,high
1132,5,0,0,1,high
1133,4,2,0,3,mid
1134,1,0,0,3,high
1135,5,0,0,0,high
1136,0,1,0,3,low
1137,2,1,0,1,low
1138,5,0,0,0,high
1139,0,0,0,3,high
1140,3,1,0,3,low
1141,5,0,1,0,high
1142,1,1,0,2,low
1143,1,2,0,0,mid
1144,4,0,0,0,high
1145,2,3,1,2,mid
1146,2,4,0,2,mid
1147,1,4,1,0,mid
1148,4,3,1,3,mid
1149,3,0,1,3,mid
1150,0,4,0,0,mid
1151,2,3,0,3,mid
1152,1,1,0,2,low
1153,5,0,0,2,high
1154,1,2,1,0,mid
1155,0,1,0,2,mid
1156,4,2,0,3,mid
1157,0,4,1,0,mid
1158,1,1,1,0,low
1159,3,2,1,3,mid
1160,0,0,1,3,high
1161,1,3,1,1,mid
1162,4,0,0,1,high
1163,5,2,0,1,mid
1164,1,3,0,0,mid
1165,3,1,1,1,low
1166,3,1,1,3,low
1167,2,4,1,3,mid
1168,2,4,1,0,mid
1169,2,4,0,3,mid
1170,2,1,1,0,low
1171,4,0,0,2,high
1172,4,2,0,2,mid
1173,3,1,0,1,low
1174,4,3,1,2,mid
1175,2,4,1,2,mid
1176,5,1,1,0,mid
1177,0,0,1,3,high
1178,5,2,0,2,mid
1179,1,3,0,1,mid
1180,2,4,0,3,mid
1181,5,2,0,3,mid
1182,1,2,0,0,mid
1183,3,3,1,0,mid
1184,4,3,1,3,mid
1185,0,4,1,3,mid
1186,5,2,0,3,mid
1187,3,3,1,2,mid
1188,5,2,0,1,mid
1189,3,3,0,3,mid
1190,3,2,0,0,mid
1191,4,4,1,2,mid
1192,5,1,1,0,low
1193,2,4,0,0,mid
1194,5,4,1,3,mid
1195,2,1,1,0,low
1196,4,0,0,3,high
1197,2,3,0,0,mid
1198,0,1,0,1,mid
1199,5,2,0,0,mid
1200,4,0,1,1,high
1201,4,1,0,2,low
1202,3,4,0,2,mid
1203,0,1,0,2,low
1204,3,1,1,3,low
1205,1,3,0,0,mid
1206,5,4,1,1,mid
1207,1,3,1,3,mid
1208,4,4,1,1,mid
1209,0,3,0,3,mid
1210,1,0,1,0,high
1211,4,0,0,2,high
1212,0,2,0,2,mid
1213,3,2,0,2,mid
1214,1,0,0,0,high
1215,2,2,0,0,mid
1216,0,2,1,0,mid
1217,3,3,0,1,mid
1218,1,2,1,1,mid
1219,1,2,0,1,mid
1220,2,3,1,0,mid
1221,3,4,1,2,mid
1222,0,1,1,1,low
1223,2,4,0,1,mid
1224,3,0,1,1,high
1225,0,0,1,0,high
1226,2,1,1,1,low
1227,2,4,1,0,mid
1228,5,1,0,1,low
1229,4,1,0,2,mid
1230,1,3,1,0,mid
1231,0,4,1,3,mid
1232,1,0,1,2,high
1233,0,1,1,1,low
1234,5,1,0,1,mid
1235,3,2,0,0,mid
1236,1,2,1,3,mid
1237,2,2,1,2,mid
1238,3,4,0,2,mid
1239,0,1,0,2,mid
1240,0,4,1,0,mid
1241,4,2,1,2,mid
1242,2,2,1,2,mid
1243,0,4,1,3,mid
1244,5,4,1,2,mid
1245,3,0,0,2,high
1246,3,0,0,3,high
1247,0,4,1,3,mid
1248,0,2,0,1,mid
1249,2,1,0,1,low
1250,5,3,1,2,mid
1251,2,4,0,2,mid
1252,5,4,0,2,mid
1253,1,2,1,0,mid
1254,4,3,0,3,mid
1255,5,0,1,2,high
1256,4,4,1,1,mid
1257,0,1,1,0,low
1258,1,1,0,3,low
1259,1,0,1,1,high
1260,1,4,0,2,mid
1261,3,2,1,3,mid
1262,3,4,0,0,mid
1263,4,2,0,3,mid
1264,1,3,1,2,mid
1265,0,2,0,2,mid
1266,1,3,0,3,mid
1267,5,3,0,0,mid
1268,5,4,1,1,mid
1269,0,4,0,3,mid
1270,3,4,0,3,mid
1271,2,3,0,0,mid
1272,3,4,1,1,mid
1273,1,2,1,1,mid
1274,0,2,0,2,mid
1275,1,0,1,2,high
1276,4,2,1,2,mid
1277,3,1,1,1,low
1278,4,4,1,0,mid
1279,1,1,0,3,mid
1280,3,2,1,1,mid
1281,1,4,0,2,mid
1282,4,4,1,3,mid
1283,5,1,1,2,mid
1284,3,0,0,2,high
1285,0,0,1,0,high
1286,0,0,1,1,high
1287,4,1,1,0,low
1288,2,1,1,2,low
1289,2,4,1,2,mid
1290,3,4,0,0,mid
1291,0,0,0,2,high
1292,0,0,0,2,high
1293,2,4,0,1,mid
1294,3,0,0,0,high
1295,0,3,0,1,mid
1296,5,3,0,1,mid
1297,1,4,0,3,mid
1298,5,3,0,0,mid
1299,0,2,1,0,mid
1300,4,1,0,0,low
1301,4,1,0,0,mid
1302,3,2,0,0,mid
1303,1,1,0,3,low
1304,3,4,0,1,mid
1305,5,0,1,1,high
1306,4,2,0,1,mid
1307,3,3,0,3,mid
1308,0,4,0,0,mid
1309,5,1,1,0,mid
1310,5,0,0,1,high
1311,4,1,0,1,mid
1312,1,4,1,0,mid
1313,2,4,1,2,mid
1314,3,0,0,1,high
1315,5,2,1,0,mid
1316,4,2,0,2,mid
1317,3,1,1,3,low
1318,5,3,1,3,mid
1319,0,4,1,0,mid
1320,4,3,0,3,mid
1321,5,3,1,0,mid
1322,5,0,0,3,high
1323,4,2,0,0,mid
1324,3,0,1,1,high
1325,2,1,0,3,low
1326,4,0,1,1,high
1327,2,0,0,2,high
1328,5,3,1,0,mid
1329,1,2,0,0,mid
1330,2,1,0,3,low
1331,3,3,1,2,mid
1332,1,1,0,2,mid
1333,1,1,0,3,low
1334,2,3,1,3,mid
1335,0,2,1,3,mid
1336,5,2,1,3,mid
1337,1,4,0,2,mid
1338,5,4,0,0,mid
1339,1,3,0,3,mid
1340,2,1,1,3,mid
1341,0,0,1,2,mid
1342,3,2,0,0,mid
1343,0,2,0,0,mid
1344,1,2,1,2,mid
1345,2,3,1,2,mid
1346,2,3,1,2,mid
1347,2,2,0,1,mid
1348,3,0,0,3,high
1349,0,3,1,0,mid
1350,5,3,0,2,mid
1351,0,2,0,1,mid
1352,0,3,1,3,mid
1353,5,3,1,1,mid
1354,3,1,0,2,mid
1355,1,2,1,3,mid
1356,1,0,0,3,high
1357,4,4,0,2,mid
1358,0,3,1,0,mid
1359,5,1,0,1,low
1360,5,3,1,2,mid
1361,1,1,1,0,mid
1362,1,3,0,2,mid
1363,2,1,0,3,mid
1364,5,0,1,1,high
1365,2,3,0,2,mid
1366,4,4,0,1,mid
1367,2,0,1,1,high
1368,5,0,0,0,high
1369,0,2,1,3,mid
1370,0,1,0,0,mid
1371,3,4,0,0,mid
1372,1,0,0,0,high
1373,5,1,1,3,low
1374,0,0,1,3,high
1375,1,2,1,2,mid
1376,4,2,1,3,mid
1377,1,0,1,0,high
1378,2,2,1,2,mid
1379,2,1,1,2,low
1380,0,3,0,1,mid
1381,0,0,0,1,high
1382,3,0,0,0,high
1383,1,1,1,3,mid
1384,0,4,0,0,mid
1385,3,4,0,0,mid
1386,2,4,1,0,mid
1387,1,0,0,3,high
1388,3,1,1,2,low
1389,2,2,1,0,mid
1390,4,4,1,2,mid
1391,0,0,0,0,high
1392,2,2,0,0,mid
1393,0,4,0,3,mid
1394,4,1,0,1,low
1395,3,4,1,1,mid
1396,2,0,0,1,high
1397,4,1,1,1,mid
1398,2,0,0,1,high
1399,2,2,1,0,mid
1400,1,4,1,3,mid
1401,1,3,1,2,mid
1402,1,4,1,0,mid
1403,0,0,0,2,high
1404,2,3,0,2,mid
1405,3,0,1,3,high
1406,2,4,0,3,mid
1407,5,1,1,2,low
1408,3,2,1,0,mid
1409,3,1,1,3,low
1410,0,1,0,1,mid
1411,0,4,1,0,mid
1412,2,2,0,1,mid
1413,5,4,0,3,mid
1414,2,2,1,0,mid
1415,1,0,1,2,high
1416,0,1,0,3,mid
1417,3,3,1,3,mid
1418,2,4,1,2,mid
1419,2,2,0,1,mid
1420,0,2,1,3,mid
1421,3,0,1,3,high
1422,3,1,1,0,mid
1423,3,0,1,3,high
1424,0,3,0,3,mid
1425,4,2,0,0,mid
1426,4,0,1,2,high
1427,0,3,0,1,mid
1428,4,2,0,3,mid
1429,5,4,0,3,mid
1430,2,4,0,0,mid
1431,1,4,1,0,mid
1432,0,2,0,3,mid
1433,1,2,0,2,mid
1434,0,2,1,0,mid
1435,4,4,0,0,mid
1436,5,0,0,0,high
1437,4,0,1,2,high
1438,3,1,1,1,mid
1439,2,1,1,2,low
1440,2,4,0,2,mid
1441,2,3,0,3,mid
1442,5,4,0,3,mid
1443,3,3,0,0,mid
1444,4,3,1,0,mid
1445,2,3,1,3,mid
1446,3,3,1,0,mid
1447,3,2,0,1,mid
1448,0,0,1,1,high
1449,5,1,0,3,low
1450,3,0,0,3,high
1451,1,3,0,2,mid
1452,4,0,0,3,high
1453,5,0,1,3,high
1454,5,3,0,0,mid
1455,0,0,0,0,high
1456,0,4,0,3,mid
1457,1,4,1,0,mid
1458,4,0,1,2,high
1459,5,1,1,2,low
1460,3,4,0,1,mid
1461,5,0,0,2,high
1462,5,4,0,3,mid
1463,0,4,0,2,mid
1464,3,1,0,3,mid
1465,3,1,1,3,low
1466,1,0,1,1,high
1467,4,1,1,3,low
1468,0,2,0,1,mid
1469,5,4,1,3,mid
1470,5,2,1,0,mid
1471,2,1,0,1,mid
1472,3,2,0,2,mid
1473,4,3,1,3,mid
1474,0,1,1,2,mid
1475,0,1,1,3,low
1476,4,3,0,0,mid
1477,3,3,1,1,mid
1478,3,0,1,1,high
1479,4,4,1,3,mid
1480,5,4,0,3,mid
1481,0,3,1,3,mid
1482,5,0,1,3,high
1483,0,2,1,0,mid
1484,4,1,0,0,mid
1485,2,3,0,2,mid
1486,1,1,1,1,low
1487,2,4,1,2,mid
1488,5,4,0,0,mid
1489,0,0,0,3,high
1490,4,3,0,0,mid
1491,3,0,0,2,high
1492,2,1,0,0,mid
1493,1,4,1,1,mid
1494,4,0,1,0,high
1495,3,3,1,0,mid
1496,4,3,1,3,mid
1497,1,0,0,3,high
1498,0,4,0,1,mid
1499,3,4,0,2,mid
1500,3,0,0,2,high
1501,4,1,0,2,low
1502,4,0,0,0,high
1503,2,0,1,2,high
1504,3,4,1,3,mid
1505,4,4,1,1,mid
1506,4,2,1,0,mid
1507,5,4,1,3,mid
1508,4,2,1,1,mid
1509,2,2,1,1,mid
1510,4,0,1,3,high
1511,3,3,1,0,mid
1512,0,4,0,1,mid
1513,0,0,0,1,high
1514,5,2,0,3,mid
1515,1,1,1,1,low
1516,4,3,1,2,mid
1517,4,2,0,0,mid
1518,3,3,0,1,mid
1519,2,4,1,2,mid
1520,5,1,1,2,mid
1521,3,3,0,2,mid
1522,2,0,0,1,high
1523,5,1,1,2,low
1524,0,2,0,3,mid
1525,3,0,1,1,high
1526,2,4,0,0,mid
1527,0,2,0,1,mid
1528,2,3,1,2,mid
1529,3,4,0,1,mid
1530,5,0,1,3,high
1531,3,4,1,1,mid
1532,5,2,0,0,mid
1533,0,4,1,2,mid
1534,4,1,0,0,mid
1535,0,2,1,0,mid
1536,4,3,0,0,mid
1537,3,4,1,0,mid
1538,0,1,0,2,mid
1539,3,2,1,1,mid
1540,2,2,1,2,mid
1541,1,4,1,1,mid
1542,2,3,0,2,mid
1543,5,0,1,2,high
1544,5,0,0,0,high
1545,3,0,1,1,high
1546,5,1,0,2,mid
1547,2,0,0,3,high
1548,4,1,0,0,low
1549,2,1,0,3,low
1550,2,0,0,0,mid
1551,4,1,0,3,low
1552,2,3,0,2,mid
1553,2,0,0,0,high
1554,4,1,0,2,mid
1555,1,1,1,3,mid
1556,2,3,0,0,mid
1557,2,0,0,1,high
1558,2,2,1,2,mid
1559,5,0,0,3,high
1560,5,3,1,0,mid
1561,0,0,1,0,high
1562,4,3,0,1,mid
1563,3,2,0,2,mid
1564,5,0,1,3,high
1565,0,0,0,0,high
1566,2,2,0,2,mid
1567,5,0,0,2,high
1568,2,3,1,0,mid
1569,0,4,0,2,mid
1570,0,2,1,0,mid
1571,5,1,0,0,mid
1572,0,4,0,3,mid
1573,1,2,0,1,mid
1574,4,0,0,3,high
1575,3,0,0,3,high
1576,4,1,1,1,mid
1577,4,3,0,0,mid
1578,0,2,0,1,mid
1579,1,0,1,1,high
1580,1,3,1,2,mid
1581,3,3,0,2,mid
1582,3,0,1,0,high
1583,0,1,0,3,mid
1584,2,1,0,0,low
1585,5,2,0,0,mid
1586,1,4,0,3,mid
1587,2,3,0,3,mid
1588,0,4,1,1,mid
1589,2,2,1,1,mid
1590,1,2,0,2,mid
1591,2,1,0,1,low
1592,4,1,1,2,low
1593,2,3,1,1,mid
1594,5,2,0,1,mid
1595,5,1,0,1,mid
1596,3,1,1,2,mid
1597,0,2,1,2,mid
1598,5,0,0,1,high
1599,1,2,1,0,mid
1600,4,0,1,1,high
1601,2,0,1,1,high
1602,5,0,1,0,high
1603,4,0,0,3,high
1604,0,0,0,2,high
1605,5,4,1,1,mid
1606,5,0,0,3,high
1607,3,3,1,2,mid
1608,5,3,0,3,mid
1609,3,3,0,3,mid
1610,1,3,0,0,mid
1611,3,3,1,1,mid
1612,1,1,1,3,low
1613,2,1,1,3,low
1614,3,0,1,2,high
1615,1,0,0,3,high
1616,4,4,1,2,mid
1617,0,4,0,3,mid
1618,5,3,1,3,mid
1619,1,2,0,2,mid
1620,3,0,1,3,high
1621,4,3,1,3,mid
1622,3,3,0,2,mid
1623,3,0,0,0,high
1624,5,1,0,0,low
1625,3,2,1,3,mid
1626,2,3,1,3,mid
1627,5,4,0,0,mid
1628,5,1,0,0,low
1629,3,4,0,1,mid
1630,3,3,0,1,mid
1631,4,0,0,1,high
1632,2,4,1,0,mid
1633,2,1,1,1,mid
1634,3,3,1,3,mid
1635,0,2,0,1,mid
1636,0,0,0,2,high
1637,0,4,1,2,mid
1638,3,2,1,3,mid
1639,5,4,0,3,mid
1640,1,3,1,2,mid
1641,1,1,1,3,mid
1642,0,3,1,0,mid
1643,5,2,1,1,mid
1644,2,2,1,2,mid
1645,3,2,0,1,mid
1646,1,3,0,2,mid
1647,3,3,0,1,mid
1648,1,4,1,1,mid
1649,5,0,1,3,high
1650,1,3,0,3,mid
1651,0,4,1,0,mid
1652,3,1,1,3,low
1653,0,2,1,2,mid
1654,4,0,0,3,high
1655,3,3,1,1,mid
1656,2,1,1,1,mid
1657,1,1,1,2,mid
1658,1,0,0,3,high
1659,1,2,1,2,mid
1660,1,2,1,0,mid
1661,0,4,0,3,mid
1662,2,1,0,3,low
1663,2,4,0,2,mid
1664,0,2,0,2,mid
1665,5,3,0,2,mid
1666,5,0,1,0,high
1667,4,3,1,2,mid
1668,1,0,1,3,high
1669,4,4,1,1,mid
1670,1,2,1,1,mid
1671,0,4,1,3,mid
1672,5,0,1,2,high
1673,2,0,0,2,high
1674,0,0,0,3,high
1675,2,0,0,2,high
1676,2,3,1,3,mid
1677,3,4,0,1,mid
1678,2,4,0,0,mid
1679,3,3,1,1,mid
1680,5,2,0,1,mid
1681,1,1,1,3,low
1682,1,4,1,3,mid
1683,0,0,1,3,high
1684,2,2,1,3,mid
1685,1,3,0,1,mid
1686,3,2,1,1,mid
1687,0,4,1,3,mid
1688,4,4,1,0,mid
1689,2,0,1,1,high
1690,4,2,1,3,mid
1691,3,0,0,0,high
1692,4,2,1,0,mid
1693,5,0,0,1,high
1694,5,0,0,2,high
1695,4,4,1,1,mid
1696,2,3,0,1,mid
1697,2,0,0,3,high
1698,1,2,1,3,mid
1699,2,2,0,2,mid
1700,2,0,0,2,high
1701,0,3,0,0,mid
1702,4,1,0,0,mid
1703,0,2,1,0,mid
1704,5,0,0,1,high
1705,4,3,0,1,mid
1706,1,1,1,3,mid
1707,0,2,1,3,mid
1708,0,2,0,2,mid
1709,4,4,1,1,mid
1710,0,4,0,3,mid
1711,1,2,1,1,mid
1712,0,1,0,1,low
1713,4,2,1,1,mid
1714,0,4,0,1,mid
1715,3,4,0,3,mid
1716,1,1,0,2,mid
1717,0,2,0,0,mid
1718,2,1,0,1,mid
1719,3,1,0,3,mid
1720,2,4,1,3,mid
1721,3,3,0,1,mid
1722,5,3,1,0,mid
1723,5,4,1,3,mid
1724,5,2,0,0,mid
1725,3,3,1,3,mid
1726,4,4,0,2,mid
1727,0,2,1,2,mid
1728,1,4,0,0,mid
1729,1,0,0,2,high
1730,5,4,0,2,mid
1731,4,4,0,2,mid
1732,1,0,0,2,high
1733,2,4,0,0,mid
1734,4,4,1,3,mid
1735,1,1,0,2,mid
1736,0,0,0,3,high
1737,2,0,1,2,high
1738,2,3,0,1,mid
1739,5,2,0,2,mid
1740,2,0,0,1,high
1741,3,2,0,2,mid
1742,4,1,0,1,low
1743,5,2,0,2,mid
1744,4,3,0,1,mid
1745,5,2,0,1,mid
1746,3,4,1,0,mid
1747,2,4,1,2,mid
1748,2,4,0,1,mid
1749,1,0,0,1,high
1750,1,0,1,2,high
1751,4,3,0,1,mid
1752,4,4,0,1,mid
1753,3,4,1,0,mid
1754,1,3,1,2,mid
1755,0,4,1,1,mid
1756,4,2,1,3,mid
1757,1,3,0,1,mid
1758,5,4,1,2,mid
1759,1,2,1,0,mid
1760,4,2,0,1,mid
1761,4,0,0,0,high
1762,0,4,1,0,mid
1763,4,0,1,2,high
1764,2,2,0,1,mid
1765,0,1,1,1,low
1766,1,1,0,0,low
1767,1,3,0,0,mid
1768,3,0,1,0,high
1769,5,3,0,1,mid
1770,1,1,1,2,low
1771,1,0,1,0,high
1772,0,3,0,0,mid
1773,5,0,0,0,high
1774,2,3,0,1,mid
1775,2,3,1,1,mid
1776,4,1,0,0,low
1777,4,4,1,1,mid
1778,4,1,1,1,mid
1779,1,4,1,1,mid
1780,0,3,0,1,mid
1781,2,3,1,1,mid
1782,2,0,1,1,high
1783,2,3,1,1,mid
1784,5,0,0,1,high
1785,2,0,0,0,high
1786,1,2,0,1,mid
1787,5,4,1,1,mid
1788,5,2,1,3,mid
1789,5,4,1,0,mid
1790,0,3,1,0,mid
1791,5,3,0,3,mid
1792,1,3,1,1,mid
1793,5,2,1,0,mid
1794,5,1,1,1,mid
1795,3,1,1,3,mid
1796,5,3,0,3,mid
1797,5,0,0,3,high
1798,4,3,1,0,mid
1799,2,4,1,1,mid
1800,3,3,0,0,mid
1801,0,3,0,3,mid
1802,1,4,0,3,mid
1803,2,0,1,0,high
1804,0,4,0,3,mid
1805,5,2,1,0,mid
1806,5,2,1,3,mid
1807,1,0,0,1,high
1808,3,2,1,3,mid
1809,0,4,1,3,mid
1810,2,4,0,1,mid
1811,0,2,1,3,mid
1812,5,0,1,3,high
1813,2,3,0,2,mid
1814,5,3,0,2,mid
1815,5,1,1,0,mid
1816,2,0,0,0,high
1817,4,1,0,2,mid
1818,0,0,0,3,high
1819,3,4,1,3,mid
1820,0,0,0,1,high
1821,2,2,1,0,mid
1822,1,2,0,2,mid
1823,5,4,1,3,mid
1824,5,0,0,3,high
1825,2,2,1,1,mid
1826,2,0,0,3,high
1827,3,3,0,2,mid
1828,0,4,1,0,mid
1829,3,2,0,2,mid
1830,1,1,1,0,low
1831,3,1,0,0,mid
1832,4,0,0,2,high
1833,0,0,0,2,high
1834,3,0,0,0,high
1835,4,3,1,2,mid
1836,2,4,1,0,mid
1837,2,2,0,3,mid
1838,4,4,0,2,mid
1839,1,0,0,0,high
1840,2,0,1,1,high
1841,4,4,0,1,mid
1842,4,1,0,2,mid
1843,5,3,0,1,mid
1844,4,2,0,3,mid
1845,1,3,0,1,mid
1846,5,1,0,0,low
1847,1,2,1,2,mid
1848,2,4,1,3,mid
1849,3,2,0,1,mid
1850,0,2,1,2,mid
1851,0,3,0,3,mid
1852,1,4,1,2,mid
1853,1,3,1,1,mid
1854,4,0,1,2,high
1855,0,1,1,0,mid
1856,4,4,1,2,mid
1857,0,0,1,2,high
1858,0,0,1,1,high
1859,2,4,1,1,mid
1860,3,4,0,2,mid
1861,1,1,1,2,mid
1862,3,4,1,1,mid
1863,0,0,0,3,high
1864,1,0,0,1,high
1865,5,0,1,3,high
1866,1,2,1,2,mid
1867,3,1,0,2,low
1868,2,3,1,1,mid
1869,2,2,0,1,mid
1870,2,1,1,3,mid
1871,1,2,1,2,mid
1872,3,4,1,0,mid
1873,4,3,0,3,mid
1874,1,4,0,1,mid
1875,4,4,0,1,mid
1876,1,4,1,2,mid
1877,1,1,0,0,low
1878,5,3,1,3,mid
1879,5,0,1,2,high
1880,3,4,1,2,mid
1881,2,0,1,2,high
1882,3,2,0,3,mid
1883,4,0,0,1,mid
1884,1,3,0,2,mid
1885,1,1,1,3,mid
1886,2,4,0,3,mid
1887,2,0,0,2,high
1888,2,2,0,0,mid
1889,5,3,0,1,mid
1890,0,1,0,3,low
1891,2,4,1,1,mid
1892,1,2,0,3,mid
1893,1,1,0,3,low
1894,5,2,1,3,mid
1895,5,0,1,2,high
1896,3,2,1,2,mid
1897,5,0,0,3,high
1898,4,0,1,3,high
1899,5,3,0,3,mid
1900,1,2,1,0,mid
1901,4,3,1,2,mid
1902,1,2,1,3,mid
1903,0,1,1,3,low
1904,1,1,0,0,low
1905,2,4,0,3,mid
1906,0,0,0,2,high
1907,3,1,0,2,mid
1908,1,0,1,0,high
1909,1,1,0,3,low
1910,1,1,1,0,low
1911,5,3,1,2,mid
1912,1,4,0,3,mid
1913,1,4,0,3,mid
1914,4,1,1,1,low
1915,0,2,0,2,mid
1916,0,0,0,2,high
1917,4,1,1,2,low
1918,1,0,1,3,high
1919,1,2,0,1,mid
1920,3,4,1,0,mid
1921,3,2,1,0,mid
1922,5,0,1,0,high
1923,2,1,0,3,mid
1924,0,2,1,3,mid
1925,5,4,0,3,mid
1926,5,3,1,1,mid
1927,5,1,1,0,mid
1928,2,1,0,0,mid
1929,2,4,0,2,mid
1930,0,1,1,0,mid
1931,3,4,1,3,mid
1932,3,1,1,2,low
1933,2,4,0,0,mid
1934,4,2,0,3,mid
1935,3,2,0,1,mid
1936,5,1,1,1,low
1937,5,4,1,1,mid
1938,0,3,1,2,mid
1939,4,1,0,3,mid
1940,5,4,0,2,mid
1941,4,3,0,1,mid
1942,2,4,1,2,mid
1943,0,2,1,3,mid
1944,2,4,1,2,mid
1945,5,1,1,2,low
1946,3,1,1,0,low
1947,2,0,0,1,high
1948,0,2,1,3,mid
1949,4,2,1,1,mid
1950,3,1,1,2,mid
1951,0,4,1,1,mid
1952,3,2,0,0,mid
1953,1,2,1,3,mid
1954,2,4,0,3,mid
1955,3,4,0,3,mid
1956,4,4,0,0,mid
1957,1,1,0,3,low
1958,4,3,1,0,mid
1959,0,4,1,1,mid
1960,2,3,0,3,mid
1961,2,1,0,3,low
1962,5,0,0,3,high
1963,2,4,0,0,mid
1964,2,3,1,1,mid
1965,2,3,0,2,mid
1966,2,2,1,3,mid
1967,0,1,1,0,mid
1968,5,4,0,0,mid
1969,1,1,0,2,mid
1970,0,3,0,0,mid
1971,4,2,0,2,mid
1972,5,3,0,3,mid
1973,4,2,0,2,mid
1974,3,1,0,2,mid
1975,0,4,0,1,mid
1976,5,0,0,3,high
1977,0,4,0,1,mid
1978,0,3,1,1,mid
1979,1,3,0,3,mid
1980,1,2,0,2,mid
1981,1,2,1,2,mid
1982,0,2,1,0,mid
1983,5,4,1,2,mid
1984,3,0,1,1,high
1985,2,3,1,2,mid
1986,1,1,1,1,mid
1987,4,4,0,2,mid
1988,4,0,1,0,high
1989,3,3,1,3,mid
1990,5,2,0,0,mid
1991,2,1,0,0,mid
1992,0,2,1,0,mid
1993,3,4,0,1,mid
1994,3,3,1,1,mid
1995,2,3,1,1,mid
1996,3,3,1,3,mid
1997,4,0,0,1,high
1998,3,4,0,3,mid
1999,1,1,0,0,mid
2000,0,3,1,2,mid
2001,1,3,0,3,mid
2002,5,2,1,0,mid
2003,2,2,1,1,mid
2004,1,2,0,3,mid
2005,1,2,1,0,mid
2006,3,2,0,2,mid
2007,1,2,0,2,mid
2008,1,3,1,2,mid
2009,1,0,1,1,high
2010,2,0,0,1,high
2011,2,0,1,1,high
2012,4,3,1,2,mid
2013,5,0,0,3,high
2014,5,0,1,3,high
2015,1,4,1,0,mid
2016,4,2,1,2,mid
2017,0,1,1,1,mid
2018,4,3,1,1,mid
2019,1,1,0,3,low
2020,0,4,0,0,mid
2021,3,2,0,1,mid
2022,5,4,0,3,low
2023,4,0,1,0,high
2024,1,4,0,0,mid
2025,5,0,1,0,high
2026,5,3,1,2,mid
2027,3,4,0,0,mid
2028,3,0,0,2,high
2029,2,0,0,3,high
2030,0,3,0,0,mid
2031,0,4,1,2,mid
2032,5,0,0,1,high
2033,5,0,1,3,high
2034,1,1,0,0,low
2035,5,0,1,0,high
2036,3,3,1,2,mid
2037,0,4,1,1,mid
2038,0,2,0,1,mid
2039,3,1,0,3,low
2040,3,4,0,2,mid
2041,0,4,0,0,mid
2042,2,4,1,0,mid
2043,1,2,1,0,mid
2044,2,1,0,3,mid
2045,3,4,0,3,mid
2046,1,0,1,1,high
2047,1,3,1,3,mid
2048,5,1,0,2,low
2049,4,1,1,3,mid
2050,2,0,1,1,high
2051,1,1,0,0,mid
2052,2,2,0,2,mid
2053,3,4,1,2,mid
2054,4,4,0,3,mid
2055,5,0,0,3,high
2056,5,3,1,0,mid
2057,2,0,1,1,high
2058,3,2,1,1,mid
2059,1,2,1,3,mid
2060,2,3,1,1,mid
2061,0,3,1,1,mid
2062,2,4,0,1,mid
2063,4,0,0,0,high
2064,3,1,0,3,low
2065,4,0,0,3,high
2066,4,2,1,0,mid
2067,0,4,0,2,mid
2068,3,3,1,1,mid
2069,5,0,0,0,high
2070,0,2,1,1,mid
2071,2,0,0,3,high
2072,4,1,0,2,mid
2073,3,2,1,3,mid
2074,4,0,1,3,high
2075,1,2,0,0,mid
2076,4,4,1,1,mid
2077,4,0,0,0,high
2078,3,4,0,2,mid
2079,2,0,1,0,high
2080,4,3,0,3,mid
2081,0,1,0,3,mid
2082,4,0,1,1,high
2083,5,0,1,3,high
2084,4,3,1,2,mid
2085,0,1,0,0,mid
2086,4,1,0,3,mid
2087,2,2,1,3,mid
2088,0,3,1,1,mid
2089,4,2,1,3,mid
2090,4,0,1,2,high
2091,4,0,1,0,high
2092,0,3,0,2,mid
2093,0,0,1,3,high
2094,3,3,0,3,mid
2095,4,1,1,0,low
2096,1,2,0,0,mid
2097,3,0,0,3,high
2098,0,0,0,0,high
2099,5,4,1,0,mid
2100,5,3,0,0,mid
2101,1,1,0,2,mid
2102,2,2,1,1,mid
2103,5,3,0,3,mid
2104,5,0,0,2,high
2105,0,0,0,1,high
2106,1,1,0,0,mid
2107,3,2,0,2,mid
2108,0,1,0,2,mid
2109,3,0,0,2,high
2110,1,4,0,0,mid
